comparison,year,feature,physical_family,n_D,n_other,median_D,median_other,direction_D_minus_other,cliffs_delta_D_minus_other
D_vs_REST,2026,Delta1s,FLOW_BURST_QUALITY,5,9,120.0,140.0,-1.0,-0.1111111111111111
D_vs_REST,2022,Delta2s,FLOW_BURST_QUALITY,10,26,-168.5,-129.5,-1.0,-0.23076923076923078
D_vs_REST,2023,Delta2s,FLOW_BURST_QUALITY,16,25,147.0,160.0,-1.0,-0.115
D_vs_REST,2024,Delta2s,FLOW_BURST_QUALITY,18,31,121.0,-140.0,1.0,0.05197132616487455
D_vs_REST,2025,Delta2s,FLOW_BURST_QUALITY,22,21,-158.5,-126.0,-1.0,-0.2510822510822511
D_vs_REST,2026,Delta2s,FLOW_BURST_QUALITY,5,9,134.0,148.0,-1.0,-0.06666666666666667
D_vs_REST,2022,Delta3s,FLOW_BURST_QUALITY,10,26,-175.5,-155.0,-1.0,-0.18461538461538463
D_vs_REST,2023,Delta3s,FLOW_BURST_QUALITY,16,25,167.0,159.0,1.0,-0.0475
D_vs_REST,2024,Delta3s,FLOW_BURST_QUALITY,18,31,169.5,-154.0,1.0,0.1111111111111111
D_vs_REST,2025,Delta3s,FLOW_BURST_QUALITY,22,21,-175.5,-150.0,-1.0,-0.2943722943722944
D_vs_REST,2026,Delta3s,FLOW_BURST_QUALITY,5,9,203.0,165.0,1.0,0.06666666666666667
D_vs_REST,2022,Delta5s,FLOW_BURST_QUALITY,10,26,-169.0,-155.0,-1.0,-0.11153846153846154
D_vs_REST,2023,Delta5s,FLOW_BURST_QUALITY,16,25,169.5,164.0,1.0,-0.0175
D_vs_REST,2024,Delta5s,FLOW_BURST_QUALITY,18,31,175.0,-127.0,1.0,0.0985663082437276
D_vs_REST,2025,Delta5s,FLOW_BURST_QUALITY,22,21,-175.0,-114.0,-1.0,-0.31601731601731603
D_vs_REST,2026,Delta5s,FLOW_BURST_QUALITY,5,9,191.0,152.0,1.0,0.022222222222222223
D_vs_REST,2022,Delta10s,FLOW_BURST_QUALITY,10,26,-194.5,-151.0,-1.0,-0.026923076923076925
D_vs_REST,2023,Delta10s,FLOW_BURST_QUALITY,16,25,181.5,127.0,1.0,0.0175
D_vs_REST,2024,Delta10s,FLOW_BURST_QUALITY,18,31,202.5,-121.0,1.0,-0.03763440860215054
D_vs_REST,2025,Delta10s,FLOW_BURST_QUALITY,22,21,-169.5,-146.0,-1.0,-0.16883116883116883
D_vs_REST,2026,Delta10s,FLOW_BURST_QUALITY,5,9,205.0,165.0,1.0,0.15555555555555556
D_vs_REST,2022,PeakPositiveDelta,FLOW_BURST_QUALITY,10,26,56.0,29.5,1.0,0.05384615384615385
D_vs_REST,2023,PeakPositiveDelta,FLOW_BURST_QUALITY,16,25,130.0,150.0,-1.0,-0.0025
D_vs_REST,2024,PeakPositiveDelta,FLOW_BURST_QUALITY,18,31,111.5,61.0,1.0,0.05913978494623656
D_vs_REST,2025,PeakPositiveDelta,FLOW_BURST_QUALITY,22,21,22.5,41.0,-1.0,-0.12337662337662338
D_vs_REST,2026,PeakPositiveDelta,FLOW_BURST_QUALITY,5,9,120.0,140.0,-1.0,-0.17777777777777778
D_vs_REST,2022,PeakNegativeDelta,FLOW_BURST_QUALITY,10,26,-141.0,-123.5,-1.0,-0.13076923076923078
D_vs_REST,2023,PeakNegativeDelta,FLOW_BURST_QUALITY,16,25,-40.5,-50.0,1.0,0.145
D_vs_REST,2024,PeakNegativeDelta,FLOW_BURST_QUALITY,18,31,-29.0,-140.0,1.0,-0.023297491039426525
D_vs_REST,2025,PeakNegativeDelta,FLOW_BURST_QUALITY,22,21,-142.5,-138.0,-1.0,-0.13852813852813853
D_vs_REST,2026,PeakNegativeDelta,FLOW_BURST_QUALITY,5,9,-14.0,-24.0,1.0,0.044444444444444446
D_vs_REST,2022,DeltaChange1s,FLOW_BURST_QUALITY,10,26,-109.5,-96.5,-1.0,-0.13846153846153847
D_vs_REST,2023,DeltaChange1s,FLOW_BURST_QUALITY,16,25,104.5,108.0,-1.0,-0.04
D_vs_REST,2024,DeltaChange1s,FLOW_BURST_QUALITY,18,31,93.5,-107.0,1.0,0.1953405017921147
D_vs_REST,2025,DeltaChange1s,FLOW_BURST_QUALITY,22,21,-109.5,-91.0,-1.0,-0.2510822510822511
D_vs_REST,2026,DeltaChange1s,FLOW_BURST_QUALITY,5,9,106.0,115.0,-1.0,-0.1111111111111111
D_vs_REST,2022,DeltaChangeZScore,FLOW_BURST_QUALITY,10,26,-3.1799707537943,-2.838292559137779,-1.0,-0.16923076923076924
D_vs_REST,2023,DeltaChangeZScore,FLOW_BURST_QUALITY,16,25,3.0022144720434527,3.391868580890122,-1.0,0.1
D_vs_REST,2024,DeltaChangeZScore,FLOW_BURST_QUALITY,18,31,3.166226673811845,-3.237168870521373,1.0,0.2616487455197133
D_vs_REST,2025,DeltaChangeZScore,FLOW_BURST_QUALITY,22,21,-4.242168191126481,-3.152332879743788,-1.0,-0.23376623376623376
D_vs_REST,2026,DeltaChangeZScore,FLOW_BURST_QUALITY,5,9,2.539233766965368,2.899487045751394,-1.0,-0.3333333333333333
D_vs_REST,2022,DeltaPercentile,FLOW_BURST_QUALITY,10,26,1.0,0.997777777777778,1.0,0.34615384615384615
D_vs_REST,2023,DeltaPercentile,FLOW_BURST_QUALITY,16,25,1.0,1.0,0.0,0.05
D_vs_REST,2024,DeltaPercentile,FLOW_BURST_QUALITY,18,31,1.0,1.0,0.0,-0.010752688172043012
D_vs_REST,2025,DeltaPercentile,FLOW_BURST_QUALITY,22,21,1.0,1.0,0.0,0.10173160173160173
D_vs_REST,2026,DeltaPercentile,FLOW_BURST_QUALITY,5,9,0.991869918699187,0.985714285714286,1.0,0.0
D_vs_REST,2022,BuySellRatio,OTHER_CAUSAL_CONTEXT,10,26,0.3413408358582215,0.398809523809524,-1.0,0.05384615384615385
D_vs_REST,2023,BuySellRatio,OTHER_CAUSAL_CONTEXT,16,25,2.479874213836478,2.549019607843137,-1.0,0.0325
D_vs_REST,2024,BuySellRatio,OTHER_CAUSAL_CONTEXT,18,31,2.9117647058823533,0.318059299191375,1.0,0.22580645161290322
D_vs_REST,2025,BuySellRatio,OTHER_CAUSAL_CONTEXT,22,21,0.29881625811858403,0.464285714285714,-1.0,-0.24242424242424243
D_vs_REST,2026,BuySellRatio,OTHER_CAUSAL_CONTEXT,5,9,2.153846153846154,2.901234567901235,-1.0,-0.5555555555555556
D_vs_REST,2022,TradesPerSecond,TIME_REGIME,10,26,269.0,236.5,1.0,0.1576923076923077
D_vs_REST,2023,TradesPerSecond,TIME_REGIME,16,25,274.0,241.0,1.0,0.1375
D_vs_REST,2024,TradesPerSecond,TIME_REGIME,18,31,209.5,234.0,-1.0,-0.14157706093189965
D_vs_REST,2025,TradesPerSecond,TIME_REGIME,22,21,217.0,207.0,1.0,0.1471861471861472
D_vs_REST,2026,TradesPerSecond,TIME_REGIME,5,9,312.0,240.0,1.0,0.3333333333333333
D_vs_REST,2022,ContractsPerSecond,FLOW_BURST_QUALITY,10,26,319.0,308.0,1.0,0.17307692307692307
D_vs_REST,2023,ContractsPerSecond,FLOW_BURST_QUALITY,16,25,332.0,310.0,1.0,0.04
D_vs_REST,2024,ContractsPerSecond,FLOW_BURST_QUALITY,18,31,257.0,277.0,-1.0,-0.08243727598566308
D_vs_REST,2025,ContractsPerSecond,FLOW_BURST_QUALITY,22,21,266.5,265.0,1.0,-0.08441558441558442
D_vs_REST,2026,ContractsPerSecond,FLOW_BURST_QUALITY,5,9,328.0,288.0,1.0,0.3333333333333333
D_vs_REST,2022,Velocity1s,PERSISTENCE_EXHAUSTION,10,26,-4.0,-0.5,-1.0,-0.18461538461538463
D_vs_REST,2023,Velocity1s,PERSISTENCE_EXHAUSTION,16,25,1.0,0.0,1.0,0.0425
D_vs_REST,2024,Velocity1s,PERSISTENCE_EXHAUSTION,18,31,2.0,-1.0,1.0,0.06989247311827956
D_vs_REST,2025,Velocity1s,PERSISTENCE_EXHAUSTION,22,21,-1.5,0.0,-1.0,-0.19264069264069264
D_vs_REST,2026,Velocity1s,PERSISTENCE_EXHAUSTION,5,9,4.0,5.0,-1.0,0.022222222222222223
D_vs_REST,2022,Velocity3s,PERSISTENCE_EXHAUSTION,10,26,-1.5,-1.333333333333333,-1.0,-0.1076923076923077
D_vs_REST,2023,Velocity3s,PERSISTENCE_EXHAUSTION,16,25,0.5,0.333333333333333,1.0,0.0575
D_vs_REST,2024,Velocity3s,PERSISTENCE_EXHAUSTION,18,31,0.8333333333333335,-1.0,1.0,0.04659498207885305
D_vs_REST,2025,Velocity3s,PERSISTENCE_EXHAUSTION,22,21,-1.333333333333333,-0.333333333333333,-1.0,-0.18398268398268397
D_vs_REST,2026,Velocity3s,PERSISTENCE_EXHAUSTION,5,9,2.666666666666667,2.0,1.0,0.26666666666666666
D_vs_REST,2022,Velocity5s,PERSISTENCE_EXHAUSTION,10,26,-0.39999999999999997,-0.8,1.0,-0.1076923076923077
D_vs_REST,2023,Velocity5s,PERSISTENCE_EXHAUSTION,16,25,0.30000000000000004,0.0,1.0,-0.04
D_vs_REST,2024,Velocity5s,PERSISTENCE_EXHAUSTION,18,31,0.6,0.0,1.0,-0.005376344086021506
D_vs_REST,2025,Velocity5s,PERSISTENCE_EXHAUSTION,22,21,-0.9,-0.2,-1.0,-0.16233766233766234
D_vs_REST,2026,Velocity5s,PERSISTENCE_EXHAUSTION,5,9,2.2,1.4,1.0,0.17777777777777778
D_vs_REST,2022,Acceleration1s,PERSISTENCE_EXHAUSTION,10,26,-2.5,1.0,-1.0,-0.20384615384615384
D_vs_REST,2023,Acceleration1s,PERSISTENCE_EXHAUSTION,16,25,0.5,0.0,1.0,0.065
D_vs_REST,2024,Acceleration1s,PERSISTENCE_EXHAUSTION,18,31,0.5,0.0,1.0,0.11290322580645161
D_vs_REST,2025,Acceleration1s,PERSISTENCE_EXHAUSTION,22,21,0.5,0.0,1.0,-0.07575757575757576
D_vs_REST,2026,Acceleration1s,PERSISTENCE_EXHAUSTION,5,9,4.0,4.0,0.0,0.06666666666666667
D_vs_REST,2022,Acceleration3s,PERSISTENCE_EXHAUSTION,10,26,-1.5,0.0,-1.0,-0.2692307692307692
D_vs_REST,2023,Acceleration3s,PERSISTENCE_EXHAUSTION,16,25,0.0,0.0,0.0,0.0275
D_vs_REST,2024,Acceleration3s,PERSISTENCE_EXHAUSTION,18,31,0.333333333333333,0.0,1.0,0.0985663082437276
D_vs_REST,2025,Acceleration3s,PERSISTENCE_EXHAUSTION,22,21,-0.333333333333333,-0.333333333333333,0.0,-0.1406926406926407
D_vs_REST,2026,Acceleration3s,PERSISTENCE_EXHAUSTION,5,9,0.666666666666667,0.666666666666667,0.0,0.08888888888888889
D_vs_REST,2022,TicksPerSecond,TIME_REGIME,10,26,-4.0,-0.5,-1.0,-0.18461538461538463
D_vs_REST,2023,TicksPerSecond,TIME_REGIME,16,25,1.0,0.0,1.0,0.0425
D_vs_REST,2024,TicksPerSecond,TIME_REGIME,18,31,2.0,-1.0,1.0,0.06989247311827956
D_vs_REST,2025,TicksPerSecond,TIME_REGIME,22,21,-1.5,0.0,-1.0,-0.19264069264069264
D_vs_REST,2026,TicksPerSecond,TIME_REGIME,5,9,4.0,5.0,-1.0,0.022222222222222223
D_vs_REST,2022,CumulativeDeltaWindow,FLOW_BURST_QUALITY,10,26,-175.5,-155.0,-1.0,-0.18461538461538463
D_vs_REST,2023,CumulativeDeltaWindow,FLOW_BURST_QUALITY,16,25,167.0,159.0,1.0,-0.0475
D_vs_REST,2024,CumulativeDeltaWindow,FLOW_BURST_QUALITY,18,31,169.5,-154.0,1.0,0.1111111111111111
D_vs_REST,2025,CumulativeDeltaWindow,FLOW_BURST_QUALITY,22,21,-175.5,-150.0,-1.0,-0.2943722943722944
D_vs_REST,2026,CumulativeDeltaWindow,FLOW_BURST_QUALITY,5,9,203.0,165.0,1.0,0.06666666666666667
D_vs_REST,2022,OR_WidthTicks,AUCTION_THEORY,10,26,27.5,27.0,1.0,0.07307692307692308
D_vs_REST,2023,OR_WidthTicks,AUCTION_THEORY,16,25,15.5,16.0,-1.0,-0.0875
D_vs_REST,2024,OR_WidthTicks,AUCTION_THEORY,18,31,18.5,18.0,1.0,-0.014336917562724014
D_vs_REST,2025,OR_WidthTicks,AUCTION_THEORY,22,21,27.0,22.0,1.0,0.09090909090909091
D_vs_REST,2026,OR_WidthTicks,AUCTION_THEORY,5,9,56.0,41.0,1.0,0.28888888888888886
D_vs_REST,2022,Dist_OR_High_Ticks,AUCTION_THEORY,10,26,-31.0,-19.5,-1.0,-0.19615384615384615
D_vs_REST,2023,Dist_OR_High_Ticks,AUCTION_THEORY,16,25,3.5,3.0,1.0,-0.0225
D_vs_REST,2024,Dist_OR_High_Ticks,AUCTION_THEORY,18,31,2.5,1.0,1.0,0.13082437275985664
D_vs_REST,2025,Dist_OR_High_Ticks,AUCTION_THEORY,22,21,-33.5,-21.0,-1.0,-0.2619047619047619
D_vs_REST,2026,Dist_OR_High_Ticks,AUCTION_THEORY,5,9,16.0,7.0,1.0,0.26666666666666666
D_vs_REST,2022,Dist_OR_Low_Ticks,AUCTION_THEORY,10,26,-5.0,-3.0,-1.0,-0.1423076923076923
D_vs_REST,2023,Dist_OR_Low_Ticks,AUCTION_THEORY,16,25,15.5,16.0,-1.0,-0.07
D_vs_REST,2024,Dist_OR_Low_Ticks,AUCTION_THEORY,18,31,17.0,15.0,1.0,0.1917562724014337
D_vs_REST,2025,Dist_OR_Low_Ticks,AUCTION_THEORY,22,21,-5.5,-1.0,-1.0,-0.24675324675324675
D_vs_REST,2026,Dist_OR_Low_Ticks,AUCTION_THEORY,5,9,45.0,47.0,-1.0,0.15555555555555556
D_vs_REST,2022,Dist_VWAP_Ticks,AUCTION_THEORY,10,26,-15.133014060947175,-10.729586220665073,-1.0,-0.19230769230769232
D_vs_REST,2023,Dist_VWAP_Ticks,AUCTION_THEORY,16,25,9.44408112908678,8.396373056994818,1.0,-0.015
D_vs_REST,2024,Dist_VWAP_Ticks,AUCTION_THEORY,18,31,9.38514370719504,5.254556736213449,1.0,0.15053763440860216
D_vs_REST,2025,Dist_VWAP_Ticks,AUCTION_THEORY,22,21,-15.952625924806302,-10.463781050126432,-1.0,-0.2813852813852814
D_vs_REST,2026,Dist_VWAP_Ticks,AUCTION_THEORY,5,9,23.040822886531664,18.977061714909883,1.0,0.2
D_vs_REST,2022,Dist_POC_Ticks,AUCTION_THEORY,10,26,-15.5,-3.0,-1.0,-0.22692307692307692
D_vs_REST,2023,Dist_POC_Ticks,AUCTION_THEORY,16,25,8.0,5.0,1.0,0.0675
D_vs_REST,2024,Dist_POC_Ticks,AUCTION_THEORY,18,31,6.5,0.0,1.0,0.04659498207885305
D_vs_REST,2025,Dist_POC_Ticks,AUCTION_THEORY,22,21,-11.5,-7.0,-1.0,-0.21645021645021645
D_vs_REST,2026,Dist_POC_Ticks,AUCTION_THEORY,5,9,21.0,20.0,1.0,0.24444444444444444
D_vs_REST,2022,Dist_VAH_Ticks,AUCTION_THEORY,10,26,-24.5,-14.5,-1.0,-0.19230769230769232
D_vs_REST,2023,Dist_VAH_Ticks,AUCTION_THEORY,16,25,3.0,2.0,1.0,0.0925
D_vs_REST,2024,Dist_VAH_Ticks,AUCTION_THEORY,18,31,2.0,-6.0,1.0,0.07885304659498207
D_vs_REST,2025,Dist_VAH_Ticks,AUCTION_THEORY,22,21,-22.0,-14.0,-1.0,-0.27705627705627706
D_vs_REST,2026,Dist_VAH_Ticks,AUCTION_THEORY,5,9,7.0,11.0,-1.0,-0.15555555555555556
